N_updates,N_timesteps,FPS,Reward_mean,Reward_median,Reward_min,Reward_max,Reward_std,Entropy,Value_loss,Action_loss,N_episodes,N_blocked_actions,N_violation,N_goal_reached,N_step_AVG,N_death,N_saved,N_death_by_end,Total_death,N_Total_episodes,N_break,Info_saved
1260,5044,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.000375776959117502,1.8997684492205735e-07,-1.5153639454368317e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1270,5084,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0003879638679791242,1.5804448594280984e-07,-1.8451551397902222e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1280,5124,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.00040159630589187145,1.3108456187183037e-07,-1.1158857171622572e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1290,5164,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.00041691664955578744,1.0894541446759831e-07,-1.4285078675513319e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1300,5204,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0004079899226780981,8.433197945123538e-05,2.5988578045144095e-07,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1310,5244,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0004050236311741173,2.580754880909808e-07,1.192769105706759e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1320,5284,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.00042278203181922436,2.1894038582104258e-07,-1.2013057215654044e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1330,5324,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0004431951674632728,1.7192405721289106e-07,-1.1394329924030444e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1340,5364,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.00046675984049215913,1.348262230749242e-07,-1.0181183673907412e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1350,5404,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0004942315863445401,1.0477856449142564e-07,-9.281010682204993e-11,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1360,5444,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0005266238586045802,8.181586963473819e-08,-5.5716070646028015e-11,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1370,5484,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0005653369007632136,6.37562607153086e-08,-3.04073433099461e-11,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1380,5524,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.000635977485217154,9.210602911480237e-07,3.472195686526902e-08,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1390,5564,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.000688082305714488,5.434364993561758e-07,1.2172356178563604e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1400,5604,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0007672611973248422,4.3582281250564847e-07,-5.772690103711398e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1410,5644,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0008719657780602574,3.4264394344063476e-07,-5.88466941842114e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1420,5684,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0010166042484343052,2.681781552382745e-07,-3.6251845969559326e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1430,5724,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0012291409075260162,2.1212667888903525e-07,-2.3615220889894317e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1440,5764,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0015718593494966626,1.6845228856254835e-07,-9.747291862538532e-11,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1450,5804,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.002217103261500597,1.3639646567753516e-07,1.9465340450608437e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1460,5844,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.004996761679649353,0.0004654056974686682,1.014845838653855e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1470,5884,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.01918002963066101,7.861192443670006e-07,3.0219470659176295e-07,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1480,5924,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.1911365985870361,0.2021213173866272,0.3021000921726227,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1490,5964,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.003028504317626357,0.7087291479110718,-0.00015933436225168407,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1500,6004,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.04864101856946945,0.021257497370243073,0.001047121942974627,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1510,6044,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.07298868149518967,0.00011995577369816601,0.00012193464499432594,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1520,6084,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.8197020888328552,6.328170275082812e-05,0.006821631453931332,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1530,6124,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.114272117614746,7.60086695663631e-05,0.0033488248009234667,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1540,6164,-1531812290,26.600065231323242,26.600065231323242,26.600065231323242,26.600065231323242,nan,0.5280721187591553,0.8037587404251099,0.07301802933216095,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1550,6204,-1531812290,26.600065231323242,26.600065231323242,26.600065231323242,26.600065231323242,nan,0.708270251750946,1.2848560800193809e-05,-5.198802682571113e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1560,6244,-1531812290,26.600065231323242,26.600065231323242,26.600065231323242,26.600065231323242,nan,0.7784316539764404,2.8974025099159917e-06,0.00047740055015310645,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1570,6284,-1531812290,26.600065231323242,26.600065231323242,26.600065231323242,26.600065231323242,nan,1.3716504573822021,1.2300137314014137e-05,0.005302374251186848,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1580,6324,-1531812290,26.600065231323242,26.600065231323242,26.600065231323242,26.600065231323242,nan,0.009126529097557068,0.0075881602242589,-6.68580032652244e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1590,6364,-1531812290,26.600065231323242,26.600065231323242,26.600065231323242,26.600065231323242,nan,0.8743027448654175,0.00021641270723193884,0.00018791889306157827,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1600,6404,-1531812290,13.600015640258789,13.600015640258789,13.600015640258789,13.600015640258789,nan,0.49864131212234497,0.024713926017284393,0.07105115056037903,0.0,0.0,0,0,223.0,0,0,0,0,0,0,
1610,6444,-1531812290,13.600015640258789,13.600015640258789,13.600015640258789,13.600015640258789,nan,0.4670248031616211,9.93145804386586e-05,0.0015760971000418067,0.0,0.0,0,0,223.0,0,0,0,0,0,0,
1620,6484,-1531812290,13.600015640258789,13.600015640258789,13.600015640258789,13.600015640258789,nan,0.8617680072784424,9.751509060151875e-05,0.007213369477540255,0.0,0.0,0,0,223.0,0,0,0,0,0,0,
1630,6524,-1531812290,13.600015640258789,13.600015640258789,13.600015640258789,13.600015640258789,nan,1.358640432357788,0.0005001263343729079,0.0014788680709898472,0.0,0.0,0,0,223.0,0,0,0,0,0,0,
1640,6564,-1531812290,13.600015640258789,13.600015640258789,13.600015640258789,13.600015640258789,nan,0.10734523832798004,7.091039879014716e-05,-4.3855525291292e-06,0.0,0.0,0,0,223.0,0,0,0,0,0,0,
1650,6604,-1531812290,13.600015640258789,13.600015640258789,13.600015640258789,13.600015640258789,nan,0.6713666915893555,1.447482190997107e-05,-0.0022044689394533634,0.0,0.0,0,0,223.0,0,0,0,0,0,0,
1660,6644,-1531812290,13.800016403198242,13.800016403198242,13.800016403198242,13.800016403198242,nan,0.12416699528694153,0.040374625474214554,0.004201819654554129,0.0,0.0,0,0,250.0,0,0,0,0,0,0,
1670,6684,-1531812290,13.800016403198242,13.800016403198242,13.800016403198242,13.800016403198242,nan,1.0089184045791626,2.246622352686245e-05,0.005015064496546984,0.0,0.0,0,0,250.0,0,0,0,0,0,0,
1680,6724,-1531812290,13.800016403198242,13.800016403198242,13.800016403198242,13.800016403198242,nan,1.0977380275726318,8.3839004219044e-06,0.0015776962973177433,0.0,0.0,0,0,250.0,0,0,0,0,0,0,
1690,6764,-1531812290,13.800016403198242,13.800016403198242,13.800016403198242,13.800016403198242,nan,1.095589518547058,1.2387965398374945e-05,0.002894059754908085,0.0,0.0,0,0,250.0,0,0,0,0,0,0,
1700,6804,-1531812290,13.800016403198242,13.800016403198242,13.800016403198242,13.800016403198242,nan,0.7951678037643433,1.3628437955048867e-05,0.002457949798554182,0.0,0.0,0,0,250.0,0,0,0,0,0,0,
