N_updates,N_timesteps,FPS,Reward_mean,Reward_median,Reward_min,Reward_max,Reward_std,Entropy,Value_loss,Action_loss,N_episodes,N_blocked_actions,N_violation,N_goal_reached,N_step_AVG,N_death,N_saved,N_death_by_end,Total_death,N_Total_episodes,N_break,Info_saved
690,2764,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.0994086265563965,4.339312908996362e-08,-7.17741932021454e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
700,2804,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.0993086099624634,1.697890184004791e-08,-0.0001341766765108332,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
710,2844,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.0999095439910889,6.5278982219751924e-09,-2.4944318283814937e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
720,2884,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.0960773229599,1.0803205441334285e-07,-0.0003469182411208749,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
730,2924,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.6996647119522095,0.0003542209160514176,0.013326171785593033,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
740,2964,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.7121717929840088,1.1483211892482359e-07,-0.000218623987166211,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
750,3004,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.7663787603378296,2.159547420887975e-07,-0.00025949173141270876,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
760,3044,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.093721628189087,9.980544746213127e-08,-9.052846144186333e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
770,3084,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.1004537343978882,6.791892701585311e-07,0.0005333434091880918,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
780,3124,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.1096750497817993,4.292746780265588e-08,-0.00017981877317652106,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
790,3164,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,1.1394046545028687,1.15065222416888e-06,-0.0009901871671900153,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
800,3204,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.03769414871931076,7.897697651060298e-05,4.64276090497151e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
810,3244,-1531812290,32.20008087158203,32.20008087158203,32.20008087158203,32.20008087158203,nan,1.0819838047027588,95.02050018310547,-11.97867202758789,1.0,0.0,0,0,324.0,0,0,0,0,0,0,
820,3284,-1531812290,32.20008087158203,32.20008087158203,32.20008087158203,32.20008087158203,nan,0.0383787676692009,1.4743227438884787e-07,2.116272071361891e-06,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
830,3324,-1531812290,32.20008087158203,32.20008087158203,32.20008087158203,32.20008087158203,nan,0.709659218788147,3.7755876292067114e-07,0.00042409379966557026,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
840,3364,-1531812290,32.20008087158203,32.20008087158203,32.20008087158203,32.20008087158203,nan,0.7261947393417358,2.8367776394588873e-07,-0.00027157526346854866,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
850,3404,-1531812290,32.20008087158203,32.20008087158203,32.20008087158203,32.20008087158203,nan,1.2291476726531982,2.404899760222179e-06,-0.0005359391216188669,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
860,3444,-1531812290,32.20008087158203,32.20008087158203,32.20008087158203,32.20008087158203,nan,0.05631939321756363,3.204750100849196e-05,4.2173742258455604e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
870,3484,-1531812290,32.20008087158203,32.20008087158203,32.20008087158203,32.20008087158203,nan,0.02293454483151436,0.0002293353754794225,3.948766243411228e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
880,3524,-1531812290,32.20008087158203,32.20008087158203,32.20008087158203,32.20008087158203,nan,0.8798297047615051,9.792006494535599e-08,0.00017154996749013662,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
890,3564,-1531812290,32.20008087158203,32.20008087158203,32.20008087158203,32.20008087158203,nan,1.0837504863739014,8.163208349287743e-07,0.000587962509598583,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
900,3604,-1531812290,30.800081253051758,30.800081253051758,30.800081253051758,30.800081253051758,nan,0.227905735373497,7.703375740675256e-05,0.0005091329803690314,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
910,3644,-1531812290,30.800081253051758,30.800081253051758,30.800081253051758,30.800081253051758,nan,0.7054632902145386,1.022030801323126e-06,0.000625810120254755,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
920,3684,-1531812290,30.800081253051758,30.800081253051758,30.800081253051758,30.800081253051758,nan,0.7262306809425354,1.028865881380625e-08,6.418318662326783e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
930,3724,-1531812290,30.800081253051758,30.800081253051758,30.800081253051758,30.800081253051758,nan,0.8625028133392334,4.524736141320318e-10,1.4731468581885565e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
940,3764,-1531812290,30.800081253051758,30.800081253051758,30.800081253051758,30.800081253051758,nan,0.6545873284339905,2.1734193069278263e-05,0.001815390307456255,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
950,3804,-1531812290,30.800081253051758,30.800081253051758,30.800081253051758,30.800081253051758,nan,0.7112708687782288,4.956009433954023e-07,0.00041158540989272296,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
960,3844,-1531812290,30.800081253051758,30.800081253051758,30.800081253051758,30.800081253051758,nan,0.7196659445762634,7.288281267392449e-08,-6.461318116635084e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
970,3884,-1531812290,30.800081253051758,30.800081253051758,30.800081253051758,30.800081253051758,nan,0.7491684556007385,3.3376863939338364e-08,-0.00011387967970222235,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
980,3924,-1531812290,31.800085067749023,31.800085067749023,31.800085067749023,31.800085067749023,nan,0.14238372445106506,2.240142748632934e-06,3.5919063520850614e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
990,3964,-1531812290,31.800085067749023,31.800085067749023,31.800085067749023,31.800085067749023,nan,0.006921306252479553,6.835877866251394e-05,5.962990144325886e-06,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1000,4004,-1531812290,31.800085067749023,31.800085067749023,31.800085067749023,31.800085067749023,nan,0.008864644914865494,8.081435680651339e-07,8.645749289826199e-07,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1010,4044,-1531812290,31.800085067749023,31.800085067749023,31.800085067749023,31.800085067749023,nan,0.01300548855215311,6.486061465693638e-09,1.2170445984338585e-07,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1020,4084,-1531812290,31.800085067749023,31.800085067749023,31.800085067749023,31.800085067749023,nan,0.026711635291576385,4.7066350816749036e-11,2.3142760596783774e-08,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1030,4124,-1531812290,31.800085067749023,31.800085067749023,31.800085067749023,31.800085067749023,nan,0.005723454989492893,0.06696998327970505,-0.00015149878163356334,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1040,4164,-1531812290,31.800085067749023,31.800085067749023,31.800085067749023,31.800085067749023,nan,0.013304861262440681,0.040219496935606,-0.00031253049382939935,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1050,4204,-1531812290,31.800085067749023,31.800085067749023,31.800085067749023,31.800085067749023,nan,0.0677003413438797,5.070089173386805e-06,2.4906417820602655e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1060,4244,-1531812290,21.900047302246094,21.900047302246094,21.900047302246094,21.900047302246094,nan,0.20344701409339905,0.18001504242420197,0.016360126435756683,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1070,4284,-1531812290,21.900047302246094,21.900047302246094,21.900047302246094,21.900047302246094,nan,0.05321598798036575,0.0001036003595800139,7.924440433271229e-05,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1080,4324,-1531812290,21.900047302246094,21.900047302246094,21.900047302246094,21.900047302246094,nan,0.00022507752873934805,3.80625860998407e-05,2.3185398489999898e-08,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1090,4364,-1531812290,21.900047302246094,21.900047302246094,21.900047302246094,21.900047302246094,nan,0.00022879141033627093,2.3971871996764094e-05,5.722141871444819e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1100,4404,-1531812290,21.900047302246094,21.900047302246094,21.900047302246094,21.900047302246094,nan,0.00023165445600170642,1.8041901057586074e-05,3.780928459207189e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1110,4444,-1531812290,21.900047302246094,21.900047302246094,21.900047302246094,21.900047302246094,nan,0.00023448516731150448,1.3995029803481884e-05,2.871687776462295e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1120,4484,-1531812290,21.900047302246094,21.900047302246094,21.900047302246094,21.900047302246094,nan,0.0002373568422626704,1.1011008609784767e-05,2.3268786897290283e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1130,4524,-1531812290,21.900047302246094,21.900047302246094,21.900047302246094,21.900047302246094,nan,0.00024031256907619536,8.726889063837007e-06,1.9677028895159765e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1140,4564,-1531812290,31.200082778930664,31.200082778930664,31.200082778930664,31.200082778930664,nan,0.00030345955747179687,4.935158358421177e-05,6.07184347245493e-08,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1150,4604,-1531812290,31.200082778930664,31.200082778930664,31.200082778930664,31.200082778930664,nan,0.0003017533163074404,3.70697962353006e-05,-2.616951988443361e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1160,4644,-1531812290,31.200082778930664,31.200082778930664,31.200082778930664,31.200082778930664,nan,0.000304258253891021,2.633176882227417e-05,-2.526581610595713e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1170,4684,-1531812290,31.200082778930664,31.200082778930664,31.200082778930664,31.200082778930664,nan,0.0003074871201533824,1.8572030967334285e-05,-2.1367618785461673e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1180,4724,-1531812290,31.200082778930664,31.200082778930664,31.200082778930664,31.200082778930664,nan,0.0003113973361905664,1.292593060497893e-05,-1.8301813398124978e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1190,4764,-1531812290,31.200082778930664,31.200082778930664,31.200082778930664,31.200082778930664,nan,0.00031598570058122277,8.806275218375959e-06,-1.6424470672404823e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1200,4804,-1531812290,31.200082778930664,31.200082778930664,31.200082778930664,31.200082778930664,nan,0.0003212641749996692,5.819118541694479e-06,-1.5309904455307333e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1210,4844,-1531812290,31.200082778930664,31.200082778930664,31.200082778930664,31.200082778930664,nan,0.0003272575850132853,3.7050001537863864e-06,-1.3745804494647018e-09,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1220,4884,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.00033704767702147365,1.2574289485201007e-06,-1.5696770105932956e-08,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1230,4924,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.0003460251318756491,3.149357326037716e-07,-8.289702257968656e-12,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1240,4964,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.00035495389602147043,2.697843228816055e-07,-1.2197376442202312e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
1250,5004,-1531812290,32.40007781982422,32.40007781982422,32.40007781982422,32.40007781982422,nan,0.000364827923476696,2.2698714019497856e-07,-1.4372270040752255e-10,0.0,0.0,0,0,324.0,0,0,0,0,0,0,
